State,County,Democratic,Republican,Party
VA,greensville,-1062.9172731511826,1661.481947856024,1
VA,halifax,4061.711423159577,3880.1235019980686,0
VA,hampton city,23424.79147745264,16613.770415098952,1
VA,harrisonburg city,14071.610181455788,8612.54084361856,1
VA,henry,4178.326234247397,7024.889247598843,0
VA,highland,1049.1759754059094,1747.571980253757,0
VA,hopewell city,2858.542768907235,3216.8628633923254,1
VA,isle of wight,7423.366069341671,6199.908335157692,0
VA,james city,26388.373598433358,13549.05073999278,1
VA,king william,2607.4255429442564,4097.607133841231,0
VA,king and queen,1259.6925559108313,2310.1166900270036,0
VA,lancaster,3248.6310020262245,2890.6235321122876,0
VA,lee,1029.0833811763769,4284.897385177894,0
VA,lexington city,2149.896628816634,2210.4079885231513,1
VA,loudoun,151280.01718476127,59141.62554301754,1
VA,lunenburg,678.009418288344,2182.417668844988,0
VA,lynchburg city,20647.1571610024,11102.391195863696,1
VA,madison,2967.5930357276193,3490.786627268426,0
VA,manassas park city,2702.3002641344538,3244.045269113216,1
VA,mathews,2580.117666988699,3093.744484497325,0
VA,mecklenburg,3727.5312674134875,3797.9295920439254,0
VA,middlesex,2327.2267939716658,3089.3930395036186,0
VA,montgomery,30214.839512716822,18086.703687978516,1
VA,nelson,3832.126772074025,3537.276278571815,1
VA,new kent,4002.1357514840893,5248.2887387184255,0
VA,newport news city,31240.64624020685,23723.955624167756,1
VA,norfolk city,33805.20636681106,26904.21979537464,1
VA,northampton,2242.414885420978,2163.7990432687475,1
VA,northumberland,3000.2887939347165,3126.5465464232366,0
VA,nottoway,652.024741470741,1972.2078124264626,0
VA,orange,7110.371008667684,7510.098461773234,0
VA,page,2452.2825020987766,4866.747033662858,0
VA,patrick,2005.571548436179,3925.044178911263,0
VA,pittsylvania,5999.480481467486,9285.810636792072,0
VA,portsmouth city,13469.455002628842,8398.501317938379,1
VA,prince george,3556.4733999152886,6594.482788961028,0
VA,prince william,114564.65977320465,61395.60037675735,1
VA,pulaski,4591.9354169933395,7068.328483015506,0
VA,richmond city,55310.62100616051,11730.903606018084,1
VA,richmond,461.13047563823784,2322.0483104738705,0
VA,roanoke,25605.893442918445,19289.03225823659,1
VA,russell,2803.4568290666793,5306.185372591459,0
VA,salem city,6171.098020221696,6042.680881117614,0
VA,scott,1960.6790578727268,4722.692069597168,0
VA,shenandoah,6497.768629765284,9155.44370491602,0
VA,smyth,3504.8628636788562,6617.808357973279,0
VA,southampton,1582.2411620893654,3177.946795151558,0
VA,spotsylvania,27574.159035695822,22618.39237880658,0
VA,stafford,36290.64412703988,26179.998296651553,1
VA,staunton city,7551.5074306778115,5164.8582123941,0
VA,suffolk city,16552.596110778508,10744.821205120592,1
VA,surry,1497.0055299496562,1861.2438695150086,1
VA,sussex,-1472.3283692269724,1284.5904695393765,1
VA,tazewell,4165.169317987318,7353.538422516509,0
VA,washington,9817.060595814215,10210.659165653646,0
VA,westmoreland,2912.4270492436335,3543.696604926645,0
VA,williamsburg city,7761.971358713214,3717.943056798307,0
VA,winchester city,6269.399482709912,4935.2897958258145,0
VA,wise,2476.315619916728,5732.752878619096,0
VA,wythe,3909.154518508589,5992.098532770977,0
VT,addison,10365.95344074815,8905.231999981796,1
VT,caledonia,6771.111667447316,7687.899933138597,0
VT,essex,1153.508395004861,2480.411024740006,1
VT,franklin,8858.739901064639,11390.568344446923,1
VT,orange,7010.129138054366,7405.695049136373,1
VT,orleans,4635.097086903403,6502.10469582969,1
VT,rutland,13872.700940541366,13660.621807481728,1
VT,washington,18510.520902206033,13429.91650298594,1
VT,windham,12131.860956355067,9990.071978740265,1
VT,windsor,15585.89803944999,12833.5336727606,1
WA,adams,592.0667997093951,2402.4733915485886,0
WA,benton,37284.47453542852,37662.71061965595,0
WA,chelan,11978.833176576636,12758.894253528804,0
WA,clallam,13583.23208907397,17386.263851788524,1
WA,clark,91766.21963437583,96095.83865783623,1
WA,columbia,1320.5709844588018,2183.442187717468,0
WA,cowlitz,12062.450671658755,22576.378425716954,0
WA,douglas,4075.6380425264106,7572.7633309674675,0
WA,ferry,1361.9948718604319,2898.068576697042,0
WA,franklin,2462.013166657365,10223.634410634877,0
WA,garfield,1004.7938435130673,1937.529604907857,0
WA,grant,5311.560131975257,11989.475055835399,0
WA,grays harbor,6255.38037746352,16208.41120908642,0
WA,jefferson,9536.930104953903,7841.269037219494,1
WA,king,708197.6040685589,357055.9016574282,1
WA,kittitas,10994.677671543155,9571.305682305661,0
WA,lewis,8155.084603944684,16539.389308462043,0
WA,lincoln,2106.087133507117,3648.169767373747,0
WA,mason,6773.914341750296,13385.408207347973,0
WA,okanogan,4469.433774992645,8024.880075771689,0
WA,pacific,2886.078886725085,5685.0948765937155,1
WA,pend oreille,2032.1112314460515,4117.032111633711,0
WA,pierce,145715.24341066918,167873.1446971369,1
WA,san juan,6458.242312972467,4674.731694738846,1
WA,skagit,21062.830570202554,25177.93931242721,1
WA,snohomish,158985.0453793739,156510.92791858118,1
WA,spokane,104058.04190635527,107532.83584383485,1
WA,stevens,5961.404643338039,10838.426117012923,0
WA,thurston,66818.27263439809,57844.66534590217,1
WA,wahkiakum,1086.8918537659592,2365.8988818622893,0
WA,walla walla,10966.029458587403,12583.950286735902,0
WA,whatcom,49570.16929224548,43400.13181422821,1
WA,yakima,10853.82081800386,25242.462944736923,1
WI,adams,1272.7231964574057,5469.916278516732,0
WI,ashland,3019.966433737005,4908.06496534759,1
WI,barron,6257.384760341542,11166.746540490753,0
WI,bayfield,3570.827985717413,4821.601370287217,1
WI,brown,52519.53690756531,54397.007392772844,1
WI,calumet,10835.514923072746,12160.036227622306,1
WI,chippewa,8069.492478997978,15857.56935518589,0
WI,clark,2414.777627927284,7193.654506585612,0
WI,columbia,9469.664686748809,14248.331187689248,1
WI,crawford,2040.0475625178842,4969.10369107927,0
WI,dane,186543.61023081283,101091.18704478795,1
WI,dodge,8100.984281744244,19963.421476517626,0
WI,door,7207.698796636676,7473.084185203517,1
WI,douglas,8019.74294265006,11569.979934234007,1
WI,eau claire,24517.05107139484,23518.801092117814,1
WI,florence,1057.1528495000712,2440.809194679503,0
WI,forest,1300.6706480490611,3168.294924496662,0
WI,grant,7424.079043079266,12737.204610387656,1
WI,green lake,2763.5477058096767,5293.146526897221,0
WI,iron,1390.5634757057378,2767.9278189506294,0
WI,jackson,1611.8952957530164,5661.813209772334,1
WI,jefferson,14801.892788297737,19586.1994088505,0
WI,juneau,1742.3414061746953,6499.684657742957,0
WI,kenosha,29761.719371061867,33738.1342423591,1
WI,kewaunee,2946.261304406278,6162.55182225641,0
WI,la crosse,30424.31826760001,27644.21153857743,0
WI,langlade,2721.303669496265,5623.366185356535,0
WI,lincoln,3763.546860636674,7642.49014122313,0
WI,manitowoc,12041.85714188985,19078.264040272614,0
WI,marathon,23223.249404438586,30486.901291487833,0
WI,marinette,4878.781220647212,10958.772012165015,0
WI,menominee,914.6434623309142,2331.760402175656,1
WI,milwaukee,195669.88651715437,120246.90730249329,1
WI,monroe,6168.061383980559,11219.16982659022,0
WI,oneida,7228.847182883605,9118.332127080868,0
WI,outagamie,37807.961928324425,42196.17863321319,1
WI,ozaukee,31951.60438192419,19959.09392261144,0
WI,pepin,1507.7098416031877,3011.9429254576207,0
WI,pierce,9267.725738464289,10938.460119010273,1
WI,portage,16116.025938285424,16816.07365506408,1
WI,racine,32520.302024567078,36141.64054832801,1
WI,rock,24797.890654764746,33988.46116501012,1
WI,rusk,1947.6676490733698,4281.2674604354925,0
WI,sawyer,2921.685809866398,4951.498255370483,0
WI,sheboygan,19524.253256814056,26435.900575507807,0
WI,st. croix,22454.442410251177,21456.152717372493,0
WI,taylor,2164.059412401817,5649.250170598767,0
WI,walworth,20796.56206170661,22614.07042060614,0
WI,washington,30317.96193618529,31354.611598316376,0
WI,waukesha,126574.1182208707,87264.87394076161,0
WI,waupaca,6764.95069717761,13027.789247799436,0
WI,waushara,2188.295837199552,6057.9960325389475,0
WI,winnebago,32659.099943508274,37679.37812067497,1
WI,wood,12230.085786380057,18270.90901825873,0
WV,barbour,2100.90184849457,4113.987125974412,0
WV,berkeley,16367.051086969117,21267.292725525866,0
WV,boone,1588.7311134042102,5046.565401177302,1
WV,braxton,1543.699748980027,3739.046210252607,0
WV,calhoun,1057.5716880947803,2381.5779082762747,0
WV,clay,851.8190219482676,2300.540569831119,0
WV,doddridge,875.5467394829648,2526.726310405902,0
WV,fayette,3758.827264375428,8482.094556684855,1
WV,gilmer,318.79307579292436,2502.9223256159894,0
WV,grant,1508.3560949517923,3292.633257890895,0
WV,greenbrier,5496.095321794677,7303.95996058924,1
WV,hardy,1734.295863027568,3415.727203819104,0
WV,jackson,4245.319945585954,7041.64376406002,0
WV,jefferson,12268.289268578501,11136.979108928164,1
WV,kanawha,37240.506777636016,35845.282108397194,1
WV,lewis,2103.841963652052,4734.69957251557,0
WV,lincoln,1456.0939993460488,4696.594817933561,0
WV,marion,9806.983623590095,12546.78857088313,1
WV,marshall,4550.725653150919,8273.068608197142,1
WV,mason,3024.2211546313665,6541.4965497906705,0
WV,mcdowell,-140.66656842298107,2234.5646250021746,1
WV,mercer,9657.72788005018,10856.1878050438,0
WV,mineral,3011.227677267416,7227.7873588020575,0
WV,monongalia,27224.437187592073,20479.820146879814,1
WV,monroe,1677.8699623170178,3573.4203761750905,0
WV,morgan,2592.6338490623493,4281.524890201636,0
WV,pendleton,1146.4798017493304,2488.5109810539834,0
WV,pocahontas,1300.6328731778704,2937.446763047403,0
WV,preston,2924.232404399325,7073.775785071906,0
WV,raleigh,9113.052971980716,14004.521116457407,0
WV,randolph,3480.5675288678067,6144.272244831212,1
WV,ritchie,1191.2220017479522,3109.439396239828,0
WV,roane,1531.2438063183436,3467.057540154081,0
WV,summers,2323.6553702520505,3528.959464357151,0
WV,taylor,2512.4870006847923,4528.399166644222,0
WV,tucker,1261.1473964504876,2791.633782501751,0
WV,tyler,1441.5276522367567,3237.277621725516,0
WV,upshur,3457.2154552922693,5578.693363651673,0
WV,wayne,4074.644350369261,7577.119443979309,1
WV,wetzel,1752.450084989021,4254.378901041649,1
WV,wood,14800.160525303612,19449.37453439279,1
WV,wyoming,1407.2023620328764,4603.394248883147,1
WY,albany,12772.036858558693,9167.798676846849,1
WY,campbell,6017.841265308543,12371.641915254413,0
WY,carbon,1944.8345564802985,4744.469678473428,0
WY,converse,2098.3478632849365,4560.716316759301,0
WY,fremont,6620.168947417471,10333.949533598121,0
WY,goshen,2312.313028210294,4365.816441820662,0
WY,johnson,1903.215911246174,3425.926394844817,0
WY,lincoln,3104.2315932706333,5740.735847099351,0
WY,natrona,12809.642677175512,19221.490530939933,0
WY,niobrara,1030.8067203833998,1893.4613903003847,0
WY,platte,1543.7024169709512,3273.5533030148617,0
WY,sublette,2058.662779725506,3835.560904515316,0
WY,sweetwater,5956.64824643881,11038.607317375394,0
WY,uinta,3020.7606298161736,5863.530979686204,0
WY,washakie,1859.1144394034018,2984.1906872973195,0
